image_id,wind_speed
acd_086,60
acd_087,60
acd_088,60
acd_089,59
acd_090,59
acd_091,58
acd_092,58
acd_093,57
acd_094,57
acd_095,56
acd_096,56
acd_097,55
acd_098,55
acd_099,54
acd_100,54
acd_101,53
acd_102,53
acd_103,52
acd_104,49
acd_105,47
acd_106,46
acd_107,45
acd_108,40
acd_109,39
acd_110,37
acd_111,36
acd_112,35
acd_113,35
acd_114,35
acd_115,35
acd_116,35
acd_117,35
acd_118,35
acd_119,35
acd_120,35
acd_121,35
acd_122,35
aek_000,25
aek_001,25
aek_002,25
aek_003,25
aek_004,25
aek_005,25
aek_006,25
aek_007,25
aek_008,25
aek_009,25
aek_010,25
aek_011,25
aek_012,30
aek_013,30
aek_014,30
aek_015,30
aek_016,30
aek_017,30
aek_018,35
aek_019,35
aek_020,35
aek_021,35
aek_022,35
aek_023,35
aek_024,35
aek_025,35
aek_026,35
aek_027,35
aek_028,35
aek_029,35
aek_030,35
aek_031,35
afs_000,45
afs_001,44
afs_002,44
afs_003,44
afs_004,43
afs_005,42
afs_006,42
afs_007,41
afs_008,40
afs_009,41
afs_010,41
afs_011,42
afs_012,43
afs_013,44
afs_014,44
afs_015,44
afs_016,45
afs_017,46
afs_018,46
afs_019,46
afs_020,47
afs_021,48
afs_022,48
afs_023,49
afs_024,49
afs_025,49
afs_026,50
afs_027,49
afs_028,49
afs_029,49
afs_030,48
afs_031,47
afs_032,47
afs_033,46
afs_034,46
afs_035,46
afs_036,45
afs_037,45
afs_038,45
afs_039,45
afs_040,45
afs_041,45
afs_042,45
afs_043,45
afs_044,45
afs_045,45
afs_046,45
afs_047,45
afs_048,45
afs_049,45
afs_050,45
afs_051,45
afs_052,45
afs_053,44
afs_054,44
afs_055,44
afs_056,43
afs_057,42
afs_058,42
afs_059,41
afs_060,41
afs_061,41
afs_062,40
afs_063,40
afs_064,40
afs_065,40
afs_066,40
afs_067,40
afs_068,40
afs_069,40
afs_070,40
afs_071,40
afs_072,40
afs_073,39
afs_074,39
afs_075,39
afs_076,38
afs_077,37
afs_078,37
afs_079,36
afs_080,35
afs_081,34
afs_082,34
afs_083,33
afs_084,32
afs_085,31
afs_086,26
afs_087,26
afs_088,25
afs_089,25
afs_090,25
afs_091,25
afs_092,25
afs_093,25
afs_094,25
afs_095,25
afs_096,25
afs_097,25
afs_098,25
afs_099,25
afs_100,25
afs_101,25
afs_102,25
afs_103,25
afs_104,25
afs_105,25
afs_106,25
afs_107,25
afs_108,25
afs_109,25
afs_110,25
afs_111,25
afs_112,25
afs_113,25
afs_114,25
afs_115,25
afs_116,25
afs_117,25
afs_118,25
afs_119,25
afs_120,25
afs_121,25
afs_122,25
afs_123,25
afs_124,25
afs_125,25
afs_126,25
afs_127,25
afs_128,25
afs_129,25
afs_130,25
afs_131,25
afs_132,25
afs_133,25
afs_134,25
afs_135,25
afs_136,25
afs_137,25
afs_138,25
afs_139,25
afs_140,25
afs_141,25
afs_142,25
afs_143,25
afs_144,25
afs_145,25
afs_146,25
afs_147,25
afs_148,25
afs_149,25
afs_150,25
afs_151,26
afs_152,26
afs_153,26
afs_154,27
afs_155,28
afs_156,28
afs_157,29
afs_158,29
afs_159,29
afs_160,30
afs_161,31
afs_162,32
afs_163,33
afs_164,34
afs_165,35
afs_166,36
afs_167,38
afs_168,40
afs_169,40
afs_170,40
afs_171,40
afs_172,40
afs_173,40
afs_174,40
afs_175,40
afs_176,40
afs_177,41
afs_178,41
afs_179,41
afs_180,42
afs_181,43
afs_182,43
afs_183,44
afs_184,44
afs_185,44
afs_186,45
afs_187,46
afs_188,46
afs_189,46
afs_190,47
afs_191,48
afs_192,48
afs_193,49
afs_194,49
afs_195,49
afs_196,50
afs_197,51
afs_198,51
afs_199,51
afs_200,52
afs_201,53
afs_202,53
afs_203,54
afs_204,55
afs_205,55
afs_206,55
afs_207,55
afs_208,55
afs_209,55
afs_210,55
afs_211,55
afs_212,55
afs_213,56
afs_214,57
afs_215,58
afs_216,59
afs_217,60
afs_218,61
afs_219,62
afs_220,63
agl_000,22
agl_001,23
agl_002,32
agl_003,33
agl_004,40
agl_005,40
agl_006,40
agl_007,45
agl_008,45
agl_009,45
agl_010,45
agl_011,45
agl_012,45
agl_013,45
agl_014,45
agl_015,45
agl_016,45
agl_017,45
agl_018,46
agl_019,46
agl_020,47
agl_021,48
agl_022,49
agl_023,49
agl_024,49
agl_025,50
agl_026,50
agl_027,50
agl_028,50
agl_029,50
agl_030,50
agl_031,50
agl_032,50
agl_033,50
agl_034,50
agl_035,50
agl_036,49
agl_037,49
agl_038,49
agl_039,48
agl_040,47
agl_041,47
agl_042,46
agl_043,46
agl_044,46
agl_045,45
agl_046,45
agl_047,45
agl_048,45
agl_049,45
agl_050,45
agl_051,45
agl_052,45
agl_053,45
agl_054,44
agl_055,44
agl_056,43
agl_057,42
agl_058,41
agl_059,41
agl_060,41
agl_061,40
agl_062,39
agl_063,39
agl_064,39
agl_065,38
agl_066,37
agl_067,37
agl_068,36
agl_069,36
agl_070,36
agl_071,35
agl_072,34
agl_073,34
agl_074,34
agl_075,33
agl_076,32
agl_077,32
agl_078,31
agl_079,31
agl_080,31
agl_081,30
agl_082,30
agl_083,30
agl_084,30
agl_085,30
agl_086,30
agl_087,30
agl_088,30
agl_089,30
agl_090,31
agl_091,31
agl_092,32
agl_093,33
agl_094,34
agl_095,34
agl_096,34
agl_097,35
agl_098,36
agl_099,36
agl_100,36
agl_101,37
agl_102,38
agl_103,38
agl_104,39
agl_105,39
agl_106,39
agl_107,40
agl_108,40
agl_109,40
agl_110,40
agl_111,40
agl_112,40
agl_113,40
agl_114,40
agl_115,40
agl_116,40
agl_117,40
agl_118,41
agl_119,41
agl_120,41
agl_121,42
agl_122,43
agl_123,43
agl_124,44
agl_125,45
agl_126,45
agl_127,45
agl_128,45
aja_000,30
aja_001,30
aja_002,30
aja_003,30
aja_004,30
aja_005,30
aja_006,30
aja_007,30
aja_008,30
aja_009,30
aja_010,30
aja_011,30
aja_012,30
aja_013,30
aja_014,30
aja_015,30
aja_016,30
aja_017,30
aja_018,30
aja_019,30
aja_020,30
aja_021,30
aja_022,30
aja_023,30
aja_024,30
aja_025,30
aja_026,30
aja_027,30
aja_028,30
aja_029,30
aja_030,31
aja_031,31
aja_032,32
aja_033,32
aja_034,33
aja_035,33
aja_036,34
aja_037,34
aja_038,35
aja_039,35
aja_040,34
aja_041,34
aja_042,33
aja_043,33
aja_044,32
aja_045,32
aja_046,31
aja_047,31
aja_048,30
aja_049,30
aja_050,30
aja_051,30
aja_052,30
aja_053,30
aja_054,30
aja_055,30
aja_056,30
aja_057,30
aja_058,30
aja_059,30
aja_060,30
aja_061,30
aja_062,30
aja_063,30
aja_064,30
aja_065,30
aja_066,30
aja_067,30
aja_068,30
aja_069,30
aja_070,30
aja_071,30
aja_072,30
aja_073,30
aja_074,30
aja_075,30
aja_076,30
aja_077,30
aja_078,30
aja_079,30
aja_080,30
aja_081,30
aja_082,29
aja_083,29
aja_084,28
aja_085,28
aja_086,27
aja_087,27
aja_088,25
aja_089,25
aja_090,25
aja_091,25
aja_092,25
aja_093,25
aja_094,25
aja_095,25
aja_096,25
aja_097,25
aja_098,25
aja_099,25
aja_100,25
aja_101,25
aja_102,25
aja_103,25
aja_104,25
aja_105,25
aja_106,25
aja_107,25
aja_108,25
aja_109,25
aja_110,25
aja_111,25
aja_112,25
aja_113,25
aja_114,25
aja_115,24
aja_116,24
aja_117,23
aja_118,23
aja_119,22
aja_120,20
aja_121,20
aja_122,20
aja_123,20
aja_124,20
aja_125,20
aja_126,20
aja_127,20
aja_128,20
aja_129,20
aja_130,20
aja_131,20
aja_132,20
aja_133,20
aja_134,20
aja_135,20
aja_136,20
aja_137,20
aja_138,20
aja_139,20
aja_140,20
aja_141,20
aja_142,20
aja_143,20
aja_144,20
aja_145,20
aja_146,20
aja_147,20
aja_148,20
aja_149,20
aja_150,20
aja_151,20
aja_152,20
aja_153,20
aja_154,20
aja_155,20
aja_156,20
aja_157,20
aja_158,20
aja_159,20
aja_160,20
aja_161,20
aja_162,20
aja_163,20
aja_164,20
aja_165,20
aja_166,20
aja_167,20
aja_168,20
aja_169,19
aja_170,19
aja_171,18
aja_172,18
aja_173,17
aja_174,17
aja_175,16
aja_176,16
aja_177,15
aja_178,15
aja_179,15
aja_180,15
aja_181,15
aja_182,15
aja_183,15
aja_184,15
aja_185,15
aja_186,15
aja_187,15
aja_188,15
aja_189,15
aja_190,15
aja_191,15
aja_192,15
aja_193,15
aja_194,15
aja_195,15
aja_196,15
aja_197,15
aja_198,15
aja_199,15
aja_200,15
aja_201,15
aja_202,15
aja_203,15
aja_204,15
aja_205,15
aja_206,15
aja_207,15
aja_208,15
aja_209,15
aja_210,15
aja_211,15
aja_212,15
aja_213,15
aja_214,15
aja_215,15
akq_000,30
akq_001,31
akq_002,31
akq_003,31
akq_004,32
akq_005,33
akq_006,33
akq_007,34
akq_008,34
akq_009,34
akq_010,35
akq_011,36
akq_012,36
akq_013,36
akq_014,37
akq_015,38
akq_016,38
akq_017,39
akq_018,39
akq_019,39
akq_020,40
akq_021,40
akq_022,40
akq_023,40
alc_000,92
alc_001,93
alc_002,94
alc_003,95
alc_004,94
alc_005,94
alc_006,94
alc_007,93
alc_008,92
alc_009,92
alq_000,25
alq_001,25
alq_002,25
alq_003,25
alq_004,25
alq_005,25
alq_006,25
alq_007,25
alq_008,25
alq_009,25
alq_010,25
alq_011,25
alq_012,25
alq_013,25
alq_014,25
alq_015,25
alq_016,25
alq_017,25
alq_018,25
alq_019,25
alq_020,25
alq_021,26
alq_022,26
alq_023,27
alq_024,27
alq_025,28
alq_026,28
alq_027,29
alq_028,29
alq_029,30
alq_030,30
alq_031,30
alq_032,30
alq_033,30
alq_034,30
alq_035,30
alq_036,30
alq_037,30
alq_038,30
alq_039,30
alq_040,30
alq_041,30
alq_042,30
alq_043,30
alq_044,30
alq_045,30
alq_046,30
alq_047,30
alq_048,30
alq_049,30
alq_050,30
alq_051,30
alq_052,30
alq_053,30
alq_054,30
alq_055,30
alq_056,30
alq_057,30
alq_058,30
alq_059,30
alq_060,30
alq_061,31
alq_062,31
alq_063,32
alq_064,32
alq_065,33
alq_066,33
alq_067,34
alq_068,34
alq_069,35
alq_070,36
alq_071,37
alq_072,38
alq_073,38
alq_074,39
alq_075,41
alq_076,42
alq_077,43
alq_078,43
alq_079,44
alq_080,45
alq_081,46
alq_082,46
alq_083,47
alq_084,47
alq_085,48
alq_086,49
alq_087,49
alq_088,50
alq_089,50
alq_090,51
alq_091,51
alq_092,52
alq_093,52
alq_094,53
alq_095,53
alq_096,54
alq_097,54
alq_098,55
alq_099,56
alq_100,57
alq_101,58
alq_102,58
alq_103,59
alq_104,61
alq_105,62
alq_106,63
alq_107,63
alq_108,64
alq_109,65
alq_110,65
alq_111,65
alq_112,65
alq_113,65
alq_114,65
alq_115,65
alq_116,65
alq_117,65
alq_118,65
alq_119,65
alq_120,64
alq_121,64
alq_122,63
alq_123,63
alq_124,62
alq_125,62
alq_126,61
alq_127,61
alq_128,60
alq_129,60
alq_130,59
alq_131,59
alq_132,58
alq_133,58
alq_134,57
alq_135,57
alq_136,56
alq_137,56
alq_138,55
alq_139,55
alq_140,54
alq_141,54
alq_142,53
alq_143,53
alq_144,50
alq_145,49
alq_146,49
alq_147,48
alq_148,48
alq_149,47
alq_150,47
alq_151,46
alq_152,46
alq_153,45
alq_154,45
alq_155,44
alq_156,44
alq_157,43
alq_158,43
alq_159,42
alq_160,42
alq_161,41
alq_162,41
alq_163,40
alq_164,40
alq_165,39
alq_166,39
alq_167,38
alq_168,37
alq_169,37
alq_170,36
alq_171,36
alq_172,35
alq_173,35
alq_174,34
alq_175,34
alq_176,33
alq_177,33
alq_178,32
alq_179,32
alq_180,31
alq_181,31
alq_182,30
alq_183,30
alq_184,30
alq_185,30
alq_186,30
alq_187,30
alq_188,30
alq_189,30
alq_190,30
alq_191,30
alq_192,30
alq_193,30
alq_194,30
alq_195,30
alq_196,30
alq_197,30
alq_198,30
alq_199,30
alq_200,30
alq_201,30
alq_202,30
alq_203,30
alq_204,30
alq_205,30
alq_206,30
alq_207,30
alq_208,30
alq_209,30
alq_210,30
alq_211,30
alq_212,30
alq_213,30
alq_214,29
alq_215,29
alq_216,28
alq_217,28
alq_218,27
alq_219,27
alq_220,26
alq_221,26
alq_222,25
alq_223,25
alq_224,25
alq_225,25
alq_226,25
alq_227,25
alq_228,25
alq_229,25
alq_230,25
alq_231,25
alq_232,25
alq_233,25
alq_234,25
alq_235,25
alq_236,25
alq_237,25
alq_238,25
alq_239,25
alq_240,25
alq_241,25
alq_242,25
alq_243,25
alq_244,25
alq_245,25
alq_246,25
alq_247,25
alq_248,25
alq_249,25
alq_250,25
alq_251,25
alq_252,25
alq_253,25
alq_254,25
alq_255,25
alq_256,25
alq_257,25
alq_258,25
alq_259,25
alq_260,25
alq_261,25
alq_262,25
alq_263,25
alq_264,25
alq_265,25
alq_266,25
alq_267,25
alq_268,25
alq_269,25
alq_270,25
alq_271,25
alq_272,25
alq_273,25
alq_274,25
alq_275,25
alq_276,25
alq_277,25
alq_278,25
alq_279,25
alq_280,25
alq_281,25
alq_282,25
alq_283,25
alq_284,25
alq_285,25
alq_286,25
alq_287,25
alq_288,25
alq_289,25
alq_290,25
alq_291,25
alq_292,25
amd_000,26
amd_001,26
amd_002,28
amd_003,29
amd_004,30
amd_005,30
amd_006,30
amd_007,30
amd_008,30
amd_009,30
amd_010,30
amd_011,30
amd_012,30
amd_013,30
amd_014,30
amd_015,30
amd_016,30
amd_017,30
amd_018,30
amd_019,30
amd_020,30
amd_021,30
amd_022,30
amd_023,30
amd_024,30
amd_025,30
amd_026,30
amd_027,30
amd_028,30
amd_029,30
amd_030,30
amd_031,29
amd_032,29
amd_033,27
amd_034,26
amd_035,25
amd_036,25
amd_037,25
amd_038,25
amd_039,25
amd_040,25
amd_041,25
amd_042,25
amd_043,25
amd_044,25
amd_045,25
amd_046,25
amd_047,24
amd_048,24
amd_049,23
amd_050,23
amd_051,22
amd_052,22
amd_053,21
amd_054,21
amd_055,20
amd_056,20
amd_057,20
amd_058,20
amd_059,20
amd_060,20
amd_061,20
amd_062,20
amd_063,20
amd_064,20
amd_065,20
amd_066,20
amd_067,20
amd_068,20
amd_069,20
amd_070,20
amd_071,20
amd_072,20
amd_073,20
amd_074,20
amd_075,20
amd_076,20
amd_077,20
amd_078,20
amd_079,20
amd_080,20
amd_081,20
amd_082,20
amd_083,20
amd_084,20
amd_085,20
amd_086,20
amd_087,20
amd_088,20
amd_089,20
amd_090,20
amd_091,20
amd_092,20
amd_093,20
amd_094,20
amd_095,20
amd_096,20
amd_097,20
amd_098,20
amd_099,20
amd_100,20
amd_101,20
amd_102,20
amd_103,20
amd_104,20
amd_105,20
amd_106,20
amd_107,20
amd_108,20
amd_109,20
amd_110,20
amd_111,20
amd_112,20
amd_113,20
amd_114,20
amd_115,20
amd_116,20
amd_117,20
amd_118,20
amd_119,20
amd_120,20
amd_121,20
amd_122,20
amd_123,20
amd_124,20
amd_125,20
amd_126,20
amd_127,20
amd_128,20
amd_129,20
amd_130,20
amd_131,20
amd_132,20
amd_133,20
amd_134,20
amd_135,20
amd_136,20
amd_137,20
amd_138,20
amd_139,20
amd_140,20
amd_141,20
amd_142,20
amd_143,20
amd_144,20
amd_145,20
amd_146,20
amd_147,20
amd_148,20
amd_149,20
amd_150,20
amd_151,20
amd_152,20
amd_153,20
amd_154,20
amd_155,20
amd_156,20
amd_157,20
amd_158,20
amd_159,20
amd_160,20
amd_161,20
amd_162,20
amd_163,20
amd_164,20
amd_165,20
amd_166,20
amd_167,20
amd_168,20
amd_169,20
amd_170,20
amd_171,20
amd_172,20
amd_173,20
amd_174,20
amd_175,20
amd_176,20
amd_177,20
amd_178,20
amd_179,20
amd_180,20
amd_181,20
amd_182,20
amd_183,20
amn_000,30
amn_001,34
amn_002,35
amn_003,35
amn_004,36
amn_005,37
amn_006,38
amn_007,39
amn_008,40
amn_009,40
amn_010,41
amn_011,41
amn_012,41
amn_013,42
amn_014,42
amn_015,43
amn_016,43
amn_017,44
amn_018,44
amn_019,44
amn_020,45
amn_021,45
amn_022,45
amn_023,45
amn_024,45
amn_025,45
amn_026,45
amn_027,45
amn_028,45
amn_029,45
amn_030,45
amn_031,45
amn_032,45
amn_033,45
amn_034,45
amn_035,45
amn_036,45
amn_037,45
amn_038,45
amn_039,45
amn_040,45
amn_041,46
amn_042,46
amn_043,46
amn_044,47
amn_045,48
amn_046,48
amn_047,49
amn_048,49
amn_049,49
amn_050,50
amn_051,50
amn_052,50
amn_053,50
amn_054,50
amn_055,50
amn_056,50
amn_057,50
amn_058,50
amn_059,50
amn_060,50
amn_061,49
amn_062,49
amn_063,49
amn_064,48
amn_065,47
amn_066,47
amn_067,46
amn_068,46
amn_069,46
amn_070,45
amn_071,46
amn_072,46
amn_073,46
amn_074,47
amn_075,48
amn_076,48
amn_077,49
amn_078,49
amn_079,49
amn_080,50
amn_081,50
amn_082,50
amn_083,50
amn_084,50
amn_085,50
amn_086,50
amn_087,50
amn_088,50
amn_089,50
amn_090,50
amn_091,50
amn_092,50
amn_093,50
amn_094,50
amn_095,50
amn_096,50
amn_097,50
amn_098,50
amn_099,50
amn_100,50
amn_101,51
amn_102,51
amn_103,51
amn_104,52
amn_105,53
amn_106,53
amn_107,54
amn_108,54
amn_109,54
amn_110,55
amn_111,55
amn_112,55
amn_113,55
amn_114,55
amn_115,55
amn_116,55
amn_117,55
amn_118,55
amn_119,55
amn_120,55
amn_121,54
amn_122,54
amn_123,53
amn_124,52
amn_125,52
amn_126,51
amn_127,51
amn_128,51
amn_129,50
amn_130,49
amn_131,49
amn_132,49
amn_133,48
amn_134,47
amn_135,47
amn_136,46
amn_137,46
amn_138,46
amn_139,45
amn_140,55
amn_141,55
amn_142,55
amn_143,55
amn_144,55
amn_145,55
amn_146,55
amn_147,55
amn_148,55
amn_149,55
amn_150,55
amn_151,55
amn_152,55
amn_153,55
amn_154,55
amn_155,55
amn_156,55
amn_157,55
amn_158,55
amn_159,55
amn_160,55
amn_161,55
amn_162,55
amn_163,55
amn_164,55
amn_165,55
amn_166,55
amn_167,55
amn_168,55
amn_169,55
amn_170,55
amn_171,55
amn_172,55
amn_173,55
amn_174,55
amn_175,55
amn_176,55
amn_177,55
amn_178,54
amn_179,54
amn_180,54
amn_181,53
amn_182,52
amn_183,52
amn_184,51
amn_185,51
amn_186,51
amn_187,50
amn_188,49
amn_189,49
amn_190,49
amn_191,48
amn_192,47
amn_193,47
amn_194,46
amn_195,46
amn_196,46
amn_197,45
amn_198,44
amn_199,44
amn_200,44
amn_201,43
amn_202,42
amn_203,42
amn_204,41
amn_205,41
amn_206,41
amn_207,40
amn_208,39
amn_209,39
amn_210,39
amn_211,38
amn_212,37
amn_213,37
amn_214,36
amn_215,36
amn_216,36
amn_217,35
amn_218,35
amn_219,35
amn_220,35
amn_221,35
amn_222,35
amn_223,35
amn_224,35
amn_225,35
amn_226,35
amn_227,35
amn_228,35
amn_229,35
amn_230,35
amn_231,35
amn_232,35
amn_233,35
amn_234,35
amn_235,35
amn_236,35
amn_237,35
amn_238,35
amn_239,35
amn_240,35
amn_241,35
amn_242,35
amn_243,35
amn_244,35
amn_245,35
amn_246,35
amn_247,35
amn_248,35
amn_249,35
amn_250,35
amn_251,35
amn_252,35
amn_253,35
amn_254,35
amn_255,35
amn_256,35
amn_257,35
amn_258,34
amn_259,34
amn_260,34
amn_261,33
amn_262,32
amn_263,32
amn_264,31
amn_265,31
amn_266,31
amn_267,30
amn_268,30
amn_269,30
amn_270,30
amn_271,30
amn_272,30
amn_273,30
amn_274,30
amn_275,30
amn_276,30
amn_277,30
amn_278,29
amn_279,29
amn_280,29
amn_281,28
amn_282,27
amn_283,27
amn_284,26
amn_285,26
amn_286,26
amn_287,25
amn_288,25
amn_289,25
amn_290,25
amn_291,25
amn_292,25
amn_293,25
amn_294,25
amn_295,25
amn_296,25
amn_297,25
amn_298,25
amn_299,25
amn_300,25
amn_301,25
amn_302,25
amn_303,25
amn_304,25
amn_305,25
amn_306,25
amn_307,25
amn_308,25
amn_309,25
amn_310,25
amn_311,25
amn_312,25
amn_313,25
amn_314,25
amn_315,25
amn_316,25
amn_317,25
amn_318,25
amn_319,25
amn_320,25
amn_321,25
amn_322,25
amn_323,25
amn_324,25
amn_325,25
amn_326,25
amw_000,25
amw_001,26
amw_002,26
amw_003,26
amw_004,27
amw_005,28
amw_006,31
amw_007,32
amw_008,38
amw_009,39
amw_010,40
amw_011,41
amw_012,42
amw_013,43
amw_014,44
amw_015,45
amw_016,46
amw_017,47
amw_018,48
amw_019,49
amw_020,50
amw_021,51
amw_022,51
amw_023,51
amw_024,52
amw_025,53
amw_026,53
amw_027,54
amw_028,54
amw_029,54
amz_000,31
amz_001,32
amz_002,33
amz_003,34
amz_004,35
amz_005,61
amz_006,61
amz_007,61
amz_008,62
amz_009,63
amz_010,66
amz_011,66
amz_012,66
amz_013,67
amz_014,68
amz_015,64
amz_016,64
amz_017,64
amz_018,63
amz_019,62
amz_020,59
amz_021,58
amz_022,57
amz_023,56
amz_024,54
ang_000,30
ang_001,30
ang_002,30
ang_003,30
ang_004,30
ang_005,30
ang_006,30
ang_007,30
ang_008,30
ang_009,30
ang_010,30
ang_011,30
ang_012,30
ang_013,30
ang_014,30
ang_015,30
ang_016,30
ang_017,30
ang_018,30
ang_019,30
ang_020,30
ang_021,30
ang_022,30
ang_023,35
ang_024,35
ang_025,35
ang_026,35
ang_027,35
ang_028,35
ang_029,40
ang_030,40
ang_031,40
ang_032,40
ang_033,40
ang_034,40
ang_035,45
ang_036,45
ang_037,45
ang_038,45
ang_039,45
ang_040,50
ang_041,50
ang_042,50
ang_043,50
ang_044,50
ang_045,50
ang_046,55
ang_047,55
ang_048,55
ang_049,55
ang_050,55
ang_051,55
ang_052,60
ang_053,60
ang_054,60
ang_055,60
ang_056,60
ang_057,60
ang_058,65
ang_059,65
ang_060,65
ang_061,65
ang_062,65
ang_063,65
ang_064,65
ang_065,65
ang_066,65
ang_067,65
ang_068,65
ang_069,65
ang_070,65
ang_071,65
ang_072,65
ang_073,65
ang_074,65
ang_075,65
ang_076,65
ang_077,65
ang_078,65
ang_079,65
ang_080,65
ang_081,60
ang_082,60
ang_083,60
ang_084,60
ang_085,60
ang_086,60
ang_087,60
ang_088,60
ang_089,60
ang_090,60
ang_091,60
ang_092,60
ang_093,60
ang_094,60
ang_095,60
ang_096,60
ang_097,60
ang_098,60
ang_099,60
ang_100,60
ang_101,60
ang_102,60
ang_103,60
ang_104,55
ang_105,55
ang_106,55
ang_107,55
ang_108,55
ang_109,55
ang_110,55
ang_111,55
ang_112,55
ang_113,55
ang_114,55
ang_115,55
ang_116,55
ang_117,55
ang_118,55
ang_119,55
ang_120,55
ang_121,50
ang_122,50
ang_123,50
ang_124,50
ang_125,50
ang_126,50
ang_127,45
ang_128,45
ang_129,45
ang_130,45
ang_131,45
ang_132,40
ang_133,40
ang_134,40
ang_135,40
ang_136,40
ang_137,40
ang_138,40
ang_139,40
ang_140,40
ang_141,40
ang_142,40
ang_143,40
ang_144,35
ang_145,35
ang_146,35
ang_147,35
ang_148,35
ang_149,35
ang_150,35
ang_151,35
ang_152,35
ang_153,35
ang_154,35
ang_155,35
ang_156,35
ang_157,35
ang_158,35
ang_159,35
ang_160,35
ang_161,35
ang_162,35
ang_163,35
ang_164,35
ang_165,35
ang_166,35
ang_167,35
ang_168,35
ang_169,35
ang_170,35
ang_171,35
ang_172,35
ano_000,40
ano_001,40
ano_002,40
ano_003,40
ano_004,40
ano_005,40
ano_006,40
ano_007,40
ano_008,40
ano_009,40
ano_010,40
ano_011,40
ano_012,40
ano_013,40
ano_014,40
ano_015,40
ano_016,40
ano_017,40
ano_018,40
ano_019,40
ano_020,40
ano_021,41
ano_022,41
ano_023,41
ano_024,42
ano_025,43
ano_026,43
ano_027,44
ano_028,44
ano_029,44
ano_030,47
aoe_000,30
aoe_001,30
aoe_002,30
aoe_003,30
aoe_004,30
aoe_005,30
aoe_006,30
aoe_007,30
aoe_008,30
aoe_009,30
aoe_010,30
aoe_011,30
aoe_012,35
aoe_013,35
aoe_014,35
aoe_015,35
aoe_016,35
aoe_017,35
aoe_018,40
aoe_019,40
aoe_020,40
aoe_021,40
aoe_022,40
aoe_023,40
aoe_024,40
aoe_025,40
aoe_026,40
aoe_027,40
aoe_028,40
aoe_029,40
aoe_030,35
aoe_031,35
aoe_032,35
aoe_033,35
aoe_034,35
aoe_035,35
aoe_036,30
aoe_037,30
aoe_038,30
aoe_039,30
aoe_040,30
aoe_041,30
aoe_042,25
aoe_043,25
aoe_044,25
aoe_045,25
aoe_046,25
aoe_047,25
aoe_048,20
aoe_049,20
aoe_050,20
aoe_051,20
aoe_052,20
aoe_053,20
aoe_054,20
aoe_055,20
aoe_056,20
aoe_057,20
aoe_058,20
aoe_059,20
aoe_060,15
aoe_061,15
aoe_062,15
aoe_063,15
aoe_064,15
aoe_065,15
aoe_066,15
aoe_067,15
aoe_068,15
aoe_069,15
aoe_070,15
aoe_071,15
aoe_072,15
aoe_073,15
aoe_074,15
aoe_075,15
aoe_076,15
aoe_077,15
aox_000,30
aox_001,30
aox_002,30
aox_003,35
aox_004,35
aox_005,35
aox_006,35
aox_007,35
aox_008,35
aox_009,35
aph_000,30
aph_001,31
aph_002,31
aph_003,31
aph_004,32
aph_005,33
aph_006,33
aph_007,35
aph_008,35
aph_009,35
aph_010,35
aph_011,35
aph_012,35
aph_013,35
aph_014,35
aph_015,35
aph_016,35
aph_017,35
aph_018,35
aph_019,35
aph_020,35
aph_021,35
aph_022,35
